author,published_at,updated_at,like_count,text
@Deprived.drifter,2022-10-25T01:45:05Z,2022-10-25T01:45:05Z,0,"Honestly, I think this video made many people feel worse. For those sad or stressed about why you’re here or if anything matters, life is beauty, Living is a blessing, and the universe is filled w/ love and nurture if you choose to look w/o ego<br><br>We were all dead before we were alive. Who knows where we were before. This video I believe only considers a tiny perspective of only a piece of the overall picture. <br><br>Life found its way to us and thats an incredible thing. Might as well live boldly, courageous and gratefully."
@sebastiaan.6493,2022-10-25T00:27:26Z,2022-10-25T00:27:26Z,0,How depressing
@kai_am_the_table,2022-10-24T22:40:22Z,2022-10-24T22:40:22Z,0,"That thumbnail is wrong. We used to be there on the milky way, on the Sagittarius arm of the galaxy. There&#39;s even videos that still exist of names like Carl Sagan teaching this fact. But something changed, now we&#39;re much closer to the centre, on the Orion arm. So ironically, our small place in the galaxy is actually fair reason to be anxious. Thanks to the bizarre and undeniable Mandela effect"
@cdvries,2022-10-24T20:08:41Z,2022-10-24T20:08:41Z,0,"Thank you, I no longer anxious but now I am depressed instead."
@mnexus7095,2022-10-24T18:44:09Z,2022-10-24T18:44:09Z,0,"Thank you, John Paul Sartre. 😉"
@arcadia647,2022-10-24T12:03:30Z,2022-10-24T12:03:30Z,0,"this is a double-edged video, it can heal a stress in your daily life but can also trigger a depression about death, it Depends on the side you focus on."
@seb0rn739,2022-10-24T09:35:15Z,2022-10-24T09:35:15Z,1,Actually a great introduction to existentialism.
@Emexx,2022-10-24T08:45:16Z,2022-10-24T08:45:16Z,0,"Yeah...if i dont have depression already, at least now i have it :/"
@TheStreamingEnderman,2022-10-24T07:26:46Z,2022-10-24T07:26:46Z,0,Alternate title: &quot;Watch this if you&#39;re a Nihilist&quot;.
@TheStreamingEnderman,2022-10-24T07:24:41Z,2022-10-24T07:24:41Z,1,Perfect way to get someone to stop worrying! Tell them they are meaningless and worthless. Replace anxiety with deppression! It&#39;s like magic!
@shadylane99,2022-10-24T05:45:18Z,2022-10-24T05:45:18Z,0,A 100 years from now no one will give a shit.
@vieravale,2022-10-24T04:29:29Z,2022-10-24T04:29:29Z,0,depressing
@zombieapocalypse3837,2022-10-24T04:09:02Z,2022-10-24T04:09:02Z,0,Ecclesiastes 9
@ITIsFunnyDamnIT,2022-10-24T03:18:56Z,2022-10-24T03:45:36Z,1,"I should find this comforting, but instead I find this depressing. Nothing matters in the grand scheme of things, but while you&#39;re here it does. Some of us will never matter to anyone and never feel love and than die alone and be forgotten about. I know people who already have. I know there is nothing beyond this pathetic existence and that life is NOT fair and some people have everything, great looks, everyone loves them. They find true love and happiness and have it all. For them life is great. Than there&#39;s the rest of us. Even worse there&#39;s some who have nothing some who suffer and die alone. Yes we will all cease to exist anymore. I&#39;d of rather Never been born at all, than living this life."
@donnytheghost,2022-10-24T02:49:17Z,2022-10-24T02:49:17Z,0,Crazy..
@jonjonsson2369,2022-10-23T20:22:52Z,2022-10-23T20:22:52Z,0,Beautiful !!!
@karlvanzat4084,2022-10-23T15:59:55Z,2022-10-23T15:59:55Z,1,"Every night I make it a point to look at the stars and it relaxes me. I’m lucky to live in a small strawbale cabin in the Colorado mountains, away from cities, so the stars are amazingly clear. The night sky reminds that we’re here for a brief moment to basically love and have fun, that’s it."
@VB-bo5kz,2022-10-23T09:05:57Z,2022-10-23T09:05:57Z,1,Believe in God that’s it!!
@Oson7,2022-10-23T07:19:33Z,2022-10-23T07:19:33Z,1,"Life&#39;s a bitch and then you die, so don&#39;t stress over life being a bitch if you&#39;re gonna die either way."
@CodeGrayHere,2022-10-23T07:02:00Z,2022-10-23T07:02:00Z,0,"Man, I thought I was nihilistic."
@josephhinojosa992,2022-10-23T06:28:09Z,2022-10-23T06:28:09Z,0,He speaks with such an authority he can never justify. Nice TRY Bruh.
@AdventuresOfLifeExperiences,2022-10-23T05:55:12Z,2022-10-23T05:57:32Z,0,"Dude I couldn&#39;t agree more... And some of the words that you used to express it were profound.<br><br>One slight correction however, we are on the Orion arm which is about 1/2 of the way out of the Milky Way and your thumbnail indicates otherwise."
@kertebrahimi8469,2022-10-23T05:46:50Z,2022-10-23T05:46:50Z,0,It is all in your mind
@Slug916,2022-10-23T02:09:05Z,2022-10-23T02:09:05Z,0,Life is my enemies
@Slug916,2022-10-23T02:08:13Z,2022-10-23T02:08:13Z,0,I’m just a punching bag to everybody including god and devil
@BehindTheCloudzzz,2022-10-23T00:40:42Z,2022-10-23T00:40:42Z,0,"<a href=""https://www.youtube.com/channel/UCRx-3oZGKrEDHsabop5zp6Q"">https://youtube.com/channel/UCRx-3oZGKrEDHsabop5zp6Q</a><br><br>Sounds Of Nature<br><br>Please subscribe, like and share! 💬"
@lenbux4751,2022-10-22T20:52:57Z,2022-10-22T20:52:57Z,0,"bro i love you<a href=""UCkszU2WH9gy1mb0dV-11UJg/Rf90XtDbG8GQ8gTz_prwAg""></a>"
@swilson6206,2022-10-22T18:11:55Z,2022-10-22T18:11:55Z,0,"What if we don&#39;t die?  What if life is a long movie?  And some day, we wake up? Like Plato&#39;s cave dwellers lost in their shadows on the wall. Tat tvam asi."
@gronmaster,2022-10-22T16:57:05Z,2022-10-22T16:57:05Z,0,Pretty much...
@LukaWillMakeIt,2022-10-22T11:44:00Z,2022-10-22T11:44:00Z,1,That&#39;s pretty much Hegel&#39;s philosophy right here
@Johndoe-ob1,2022-10-22T05:33:10Z,2022-10-22T05:33:10Z,0,"Our chance too be helpful fail towards all us ...so we try again and again ,we know we will fail knowing we know"
@leonardosantiago9091,2022-10-21T21:41:41Z,2022-10-21T21:41:41Z,0,"There is no future, its only a recurring present"
@chvl5631,2022-10-21T18:30:24Z,2022-10-21T18:30:24Z,0,To all reading here you please sit down take a deep breath and relax..<br>The rock has never asked for your resume or project report.. Just play your role like an actor and never get too much concerned about anything in life... Do what you love and say Good-by
@chvl5631,2022-10-21T18:26:43Z,2022-10-21T18:26:43Z,0,Who Knows What 🙏🏻best description ever
@abdihassan7208,2022-10-21T15:26:13Z,2022-10-21T15:26:13Z,0,Stoicism for those interested
@pbac9570,2022-10-21T07:28:23Z,2022-10-21T07:28:23Z,0,How can a round shape be at the edge of maximum gravity?
@calicoasting,2022-10-20T22:49:54Z,2022-10-20T22:49:54Z,0,Now I&#39;m freaked out that I can&#39;t  leave this universe.
@workingTchr,2022-10-20T22:48:48Z,2022-10-20T22:48:48Z,0,"It started nice but before long it got smarmy, mundane and VERY 2020&#39;s."
@percyterry8558,2022-10-20T20:42:00Z,2022-10-20T20:42:00Z,0,I&#39;m a speck of dust and nothing matters especially this vid
@punchline43,2022-10-20T16:47:51Z,2022-10-20T16:47:51Z,1,"Also remember that compared to the unfathomable age of the universe, our lives are like a nanosecond, a blip on the old screen."
@LienpuChongloiTheStoryteller,2022-10-20T05:54:57Z,2022-10-20T05:54:57Z,0,Vanity vanity vanity
@zgeproductions8447,2022-10-20T01:17:55Z,2022-10-20T01:17:55Z,0,GOATED video
@fredwood1490,2022-10-19T22:49:42Z,2022-10-19T22:49:42Z,0,"A cosmicly aware slime mold is still cosmicly aware! We may be tiny but we know what the stars are and we can count them. We cosmic slime molds fly, we fly through the air, through the water through space, through time and we remember how we did that and why. It does not take a giant to ask a question and to answer it, no star has a curiosity or logic or a mind or understanding of anything but elemental responses to elemental forces. Planets do not decide to go back to bed or to visit other worlds. This is OUR Universe, we are an essential part of it because we exist and we value that existence. The Universe is the Great Gift to us and we to it. We are LIFE!  We are life."
@certaza,2022-10-19T14:31:29Z,2022-10-19T14:31:29Z,0,God I love this video
@qanh96,2022-10-19T11:57:48Z,2022-10-19T11:57:48Z,0,That went from 100 to 1000 real quick..
@81StrangeFruit,2022-10-18T23:30:33Z,2022-10-18T23:30:33Z,0,"Υou forgot to add that this tiny rock we live on, will be completely destroyed in 2-3 billion years, when the Sun&#39;s final countdown starts..."
@emilyrose4688,2022-10-18T17:47:41Z,2022-10-18T17:47:41Z,0,The comment section is the best 😂
@keijienso,2022-10-18T17:15:12Z,2022-10-18T17:15:12Z,0,"I guess it simply means we are not that significant in the grander scheme, hence our worries and anxieties are likewise insignificant if we think about it. Just have to go with the flow of life. Hope everything would work out somehow for everyone 😊"
@Ked778,2022-10-18T12:02:37Z,2022-10-18T12:02:37Z,1,Thank you so much I feel better now :)
@priyaashresthaa,2022-10-18T10:43:28Z,2022-10-18T10:43:28Z,1,This!!!<br>The thing I&#39;ve always wondered about
@ahmadizzatshahmieralhamdul4926,2022-10-18T03:31:33Z,2022-10-18T03:31:33Z,1,"May Allah only will take all my difficulty,all my hardship and all my suffering and all my troubles in this temporary world and the hereafter also,Aamiin Ya Robbal Alamiin"
@abdulhamidozturk,2022-10-17T20:45:21Z,2022-10-17T20:45:21Z,0,Intelligence and self awareness was a mistake.
@Stooch,2022-10-16T07:59:52Z,2022-10-16T07:59:52Z,0,I don’t think this is good for stress
@gally5457,2022-10-15T17:00:42Z,2022-10-15T17:00:42Z,0,This is not work? why?
@jojokandrianto3144,2022-10-13T06:32:43Z,2022-10-13T06:32:43Z,0,Best video on internet
@edbernie9675,2022-10-12T22:59:50Z,2022-10-12T22:59:50Z,0,"When i die , I will be brain dead. Then i will be able to empathise with humanity."
@alex_turing,2022-10-12T16:55:15Z,2022-10-12T16:55:15Z,0,"You are right, I&#39;m anxious about stuff that don&#39;t even matter. I&#39;m stupid and should relax more."
@mrwhite680,2022-10-12T16:05:54Z,2022-10-12T16:05:54Z,0,So basically I’m tiny
@mb1287t,2022-10-12T07:08:42Z,2022-10-12T07:08:42Z,0,Insane I used to write just like this. It&#39;s like my own voice even. Hello kindred spirit!!! <br><br>Proud of you!!!<br><br>Makes me smile so much in my heart! So happy for you!!!
@jdulast,2022-10-12T01:49:57Z,2022-10-12T01:49:57Z,0,How to go from anxiety to depression.
@lucyseasycooking8881,2022-10-12T00:49:45Z,2022-10-12T00:49:45Z,0,Thank you so much. ❤ this helped me
@Rob-cm9jr,2022-10-11T23:38:00Z,2022-10-11T23:38:00Z,0,I am the Hebrew man nobody ever forgets. I don&#39;t forget either. There is more to existence than you can comprehend.
@SAINTNATHI,2022-10-11T17:32:48Z,2022-10-11T17:32:48Z,0,Repent and turn to God today before it&#39;s too late......this is all GODS work
@_ro8_,2022-10-11T14:00:34Z,2022-10-11T14:00:34Z,0,Thank you
@urekh,2022-10-11T13:02:51Z,2022-10-11T13:02:51Z,0,So what i heard is &quot;fuck it we ball&quot;
@fyxus,2022-10-11T04:22:22Z,2022-10-11T04:22:22Z,1,<b>We are a single frame in a movie that never ends. A frame that can be removed and nothing would really change about the movie.</b>
@KeytarKris,2022-10-11T03:56:30Z,2022-10-11T03:56:30Z,0,More depressed now. Thanks a heap
@dadogwitdabignose,2022-10-11T03:41:32Z,2022-10-11T03:41:32Z,0,great now i just have existential dread
@Kinziik,2022-10-11T02:08:34Z,2022-10-11T02:08:34Z,0,It all means nothing yet you&#39;re trying to give me a reason for meaning.
@juanvelasquez7067,2022-10-10T16:18:07Z,2022-10-10T16:19:37Z,0,It that hat. That fighting with somebody it my hat it have Florida honest I just don&#39;t think it&#39;s him to be where everybody any purposes to city council or to housing or to the food department they lost their f*<b>***</b> nerves
@Medietos,2022-10-10T08:52:05Z,2022-10-10T08:52:05Z,0,"Thank God for the fine comments alleviating the video talker&#39;s twisted claims of Mother Earth as a &quot;rock&quot; and of us being insignificant. Don&#39;t listen to it, it&#39;s depressing, dismal, anxiety-evoking, meaninglessness-peddling."
@anuradhajaishankar7903,2022-10-09T04:01:28Z,2022-10-09T04:01:28Z,0,"I AM SO MUCH MORE ANXIOUS NOW, THANKS SO FUCKING MUCH"
@alesandrohoxha774,2022-10-09T00:32:17Z,2022-10-09T00:32:17Z,1,"If you are not in the financial market space right now, you are making a huge mistake. I understand that it could be due to ignorance, but if you want to make your money work for you, prevent inflation from eroding your savings, build generational wealth, and cultivate good habits and financial knowledge, you must be in the market."
@michellealbarello254,2022-10-08T16:38:30Z,2022-10-08T16:38:30Z,0,"I think of how senseless everything is how no matter what I do, I will not be around to know to remember or be remembered. <br>The knowledge that I am small beyond imagination and the planet I live on is also tiny, compared to the galaxy it is flying through. This causes me anxiety, the fact that I will never know, why are we here? Why is the universe here, where is the end and what’s beyond?"
@captainbeyond165,2022-10-08T15:09:01Z,2022-10-08T15:09:01Z,0,Watching this video gave me anxiety
@manojatre4931,2022-10-08T08:59:56Z,2022-10-08T08:59:56Z,1,The request to like and subscribe the channel sounds so ironic
@iiishowentertainment,2022-10-07T18:20:31Z,2022-10-07T18:20:31Z,0,"People with no faith they will always living in an anxiety, fearful, and depression especially if they are thought this is the only life that we’re gonna live ever and no life after death. An only overwhelming disappointment they will get every single second in their life"
@justsomeguywithasandwich5906,2022-10-07T02:54:41Z,2022-10-07T02:54:41Z,0,"Well, anxiety is certainly gone…but the depression is kicking in."
@mattng4707,2022-10-06T22:05:25Z,2022-10-06T22:05:25Z,0,My tiny brain definitely can&#39;t comprehend how tiny I am
@proudsoda916,2022-10-06T19:07:54Z,2022-10-06T19:07:54Z,0,ummm this video made me sooo depressed i cant even express :(
@jannieschluter9670,2022-10-06T18:36:46Z,2022-10-06T18:36:46Z,0,It&#39;s FLAT
@domijayawardena9495,2022-10-06T13:25:02Z,2022-10-06T13:25:02Z,0,Nice reflection
@russellbush6323,2022-10-06T00:49:25Z,2022-10-06T00:49:25Z,0,Just when I quit smoking I hear this
@engleski23,2022-10-05T22:41:07Z,2022-10-05T22:41:07Z,0,"Whoever lives - lives an eternity. Before us nothing exists for us . Only exists our life, which means eternity, else the time before us would mean that we had already been dead. Consequently, after us nothing exists for us so we cannot be dead in something that does not exist. So, exists only our life as eternity although we think that it is temporal state."
@pheromone714,2022-10-05T22:32:39Z,2022-10-05T22:32:39Z,0,Stoic
@yurisichgavin308,2022-10-05T20:11:56Z,2022-10-05T20:11:56Z,0,Red bag for night
@josephargentaro5742,2022-10-05T10:37:22Z,2022-10-05T10:37:22Z,0,This gave me grave anxiety
@jedthezed3599,2022-10-05T03:52:00Z,2022-10-05T03:52:00Z,1,Perception is limitless. Perception is infinite. Perception is reality. Perception doesn&#39;t exist.
@LIKEABOSS-11,2022-10-04T20:56:11Z,2022-10-04T20:56:11Z,0,"Thank you for this video, t helps"
@EeEe-tg9vh,2022-10-04T12:55:52Z,2022-10-04T12:55:52Z,0,Imma gonna commit a lot of crimes to be remembered for a really  long time because in death nothing matters.
@the1.87,2022-10-04T11:09:38Z,2022-10-04T11:09:38Z,0,Wait til u have kids of ur own. Then u become their whole world. Their life line. And if u fail either they go hungry… homeless…. Or hopeless. And it’s all ur fault if u fail.
@Pricefield7,2022-10-03T21:10:32Z,2022-10-03T21:10:32Z,0,"im super tired of thinking about my future every single day... Just look at the time it&#39;s flyingggg.... 2020 , 2021  were felt like yesterday. Lifee sucksssssssss"
@tranquilmagister8481,2022-10-03T15:29:57Z,2022-10-03T15:29:57Z,0,I feel bad for those who are anxious about not contributing to the world or feel like they are worthless
@unapologetic4859,2022-10-03T01:23:56Z,2022-10-03T01:23:56Z,1,I’ll never know your life. You’ll never know mine. Maybe we can change that. Hit me up?
@Chris_CO,2022-10-02T20:36:29Z,2022-10-02T20:36:29Z,0,Idk why this video was recommended to me but whatever. Honestly the only advice you need is to just enjoy your life. That’s how to live a good life
@DavidEngelen,2022-10-02T17:47:19Z,2022-10-02T17:47:19Z,0,"Live, laugh, love"
@srinivasreddy189,2022-10-02T17:19:57Z,2022-10-02T17:21:26Z,0,Thanks for the wonderful video <br><br>Enlightenment! explained in a few words.
@bigtomar,2022-10-02T05:08:19Z,2022-10-02T05:08:19Z,2,"You people are so insignificant, meanwhile I&#39;m the general of a military for an entire galaxy."
@DianaLuckysova,2022-10-02T03:56:46Z,2022-10-02T04:03:33Z,1,"Once you pass beyond the pain and discomfort of this thought, it&#39;s pretty liberating. The meaning of life becomes simple - enjoy it while it lasts; it&#39;s just a short game.<br>I keep an image of the Pale Blue Dot on my screensaver as a reminder."
@simulateduniverse9373,2022-10-02T02:27:42Z,2022-10-02T02:27:42Z,1,"Student to Plato,&quot; Surely, there must be some meaning to life&quot;. Plato: &quot; There is....and don&#39;t call me Shirley&quot;."
@Joe-gf6vn,2022-10-02T00:08:41Z,2022-10-02T00:08:41Z,0,This made things worse. Thanks.
@LiquidfirePUA,2022-10-01T23:48:52Z,2022-10-01T23:48:52Z,0,View from  above
@MisatoBestWoman,2022-10-01T06:46:29Z,2022-10-01T06:46:29Z,0,Imma probably be watching this on loop then…
@santoshingle3989,2022-10-01T05:55:33Z,2022-10-01T05:55:33Z,0,The best video I have seen on YouTube
@negaraaa,2022-09-30T19:28:24Z,2022-09-30T19:28:24Z,0,i&#39;m even more sad now after watching this
@hydro4907,2022-09-30T04:48:26Z,2022-09-30T04:48:26Z,0,Bro my eyes teared up so much I couldn&#39;t see
@anplays9518,2022-09-29T21:28:50Z,2022-09-29T21:28:50Z,0,Can we just thank schools for the following<br>Anxiety<br>Depression<br>Pressure<br>Fake friends<br>Bullying<br>Parents punishing you for refusing to do smth you dont want to do<br>Exhaustion
@KatieDeGo,2022-09-29T14:02:05Z,2022-09-29T14:02:05Z,0,"What a beautiful, amazing, rare, chance that life is. Thank you for this perspective"
@kencarson41223,2022-09-29T11:42:23Z,2022-09-29T11:42:23Z,1,In the next 150 years all 8 billion people on earth will die
@dwade2026,2022-09-28T11:04:34Z,2022-09-28T11:04:34Z,1,OK now I&#39;m stressed knowing I don&#39;t matter and I&#39;m going to be dead and that won&#39;t matter either 🙄
@tonuahmed4227,2022-09-28T09:46:11Z,2022-09-28T09:46:11Z,0,"Thank you,I was really nervous and anxious of my goal if I&#39;m taking right choice or not...<br><br><br><br>Now that I&#39;m confident...Im blowing up this wet rock that we are living in cause this small rock and its inhibitors doesn&#39;t matter to grand scheme of things that is happening in this universe...again thanks for motivation..."
@surprisedcat6090,2022-09-28T02:21:51Z,2022-09-28T02:21:51Z,2,Bro just made me a nihilist.
@SegaDream131,2022-09-27T12:00:50Z,2022-09-27T12:00:50Z,0,"I have the infinitely superior solution for worry....<br>Remember, in just WHOM&#39;S HANDS it&#39;s all within.....<br>And I&#39;m in bliss....."
@shrav7-,2022-09-27T02:07:18Z,2022-09-27T02:07:18Z,0,This video made me not to comment cuz it doesn&#39;t matter but yet I comment
@shmonkee6685,2022-09-27T01:08:54Z,2022-09-27T01:08:54Z,0,&quot;Live. Laugh. Love.&quot; My carpet says it all
@robertjensen1048,2022-09-26T07:12:07Z,2022-09-26T07:12:07Z,0,30 years ago there was an adult film star named Tom Byron who said that the meaning of life was blowing as many loads as possible down women’s throats.  I swear.
@maskedwaste5133,2022-09-26T03:06:41Z,2022-09-26T03:06:41Z,0,"Ah yes, thanks for proving my point and not helping at all."
@Swati-bn3ho,2022-09-26T03:04:37Z,2022-09-26T03:04:37Z,0,💯
@austinschweitzer7382,2022-09-26T01:01:56Z,2022-09-26T01:01:56Z,0,Bro wtf
@evakala9651,2022-09-26T00:30:02Z,2022-09-26T00:30:02Z,0,The wonder is to find out why the rock was made 😀
@evakala9651,2022-09-26T00:27:05Z,2022-09-26T00:27:05Z,0,No man made this rock
@tritonwater3144,2022-09-25T21:14:25Z,2022-09-25T21:14:25Z,0,😎 nice 👍
@ChewieLewis,2022-09-25T19:32:41Z,2022-09-25T19:32:41Z,1,"Bruh, this made everything worse 😂"
@harshdeep8764,2022-09-25T17:46:41Z,2022-09-25T17:46:41Z,0,😂😂
@yeoucheoub3535,2022-09-25T14:11:14Z,2022-09-25T14:11:14Z,0,thank you
@harshtyagi5995,2022-09-25T12:06:33Z,2022-09-25T12:06:33Z,1,Oblivion is undeniable for every one at some point.
@erickim2025,2022-09-25T07:17:11Z,2022-09-25T07:17:11Z,1,There goes 4 minutes of my life that i`ll never get back
@GNoteSmith,2022-09-25T06:03:50Z,2022-09-25T06:03:50Z,0,Members of the Church of Jesus Christ of Latter Day Saints know exactly why we are here.  Ask one of their Missionaries.  You will love the answers.
@Lecker_Pizza,2022-09-24T07:54:50Z,2022-09-24T07:54:50Z,11,Life isn&#39;t so bad when you see it from this perspective.
@Transferunique,2022-09-24T05:57:46Z,2022-09-24T05:57:46Z,1,Love this!
@Yyyounggg0,2022-09-24T05:21:45Z,2022-09-24T05:21:45Z,0,its best to just say LongLive instead of Rip
@melissazadrozny5167,2022-09-24T05:15:35Z,2022-09-24T05:15:35Z,1,God I love optimistic nihilism
@canberrafinest,2022-09-24T04:29:32Z,2022-09-24T04:31:49Z,0,"pathetic nihilism<br><br>earth is not just a rock, it is a masterpiece of geo-engineering<br>you are also a masterpiece of biotechnology<br>who is the chief engineer?<br><br>some answers are available ..."
@Dreamydusk90s,2022-09-23T14:19:48Z,2022-09-23T14:19:48Z,1,But now we know each other existence. ❤
@gusmurrayofficial,2022-09-22T13:37:14Z,2022-09-22T13:37:48Z,1,"As if, this is depressing asf"
@apriloraly4154,2022-09-22T08:58:29Z,2022-09-22T08:58:29Z,0,wow
@barrymiller8137,2022-09-22T05:46:59Z,2022-09-22T05:46:59Z,3979,"I’m 79 years old and I have been doing a lot of thinking about how to best live my remaining few years of conscious awareness.  I am so lucky to be alive during the time of the internet.  All the facts, stories, and history of mankind in a little device in my hand.  Amazing!  It is so exciting to feed my brain new thoughts and ideas.  Looking back, I can think of two worthy goals to strive for in a well-lived life.  One, is to be good listener.  Two, is to be a good “noticer”.  Death doesn’t scare me.  When my brain dies, I won’t know I’m dead, just like before I was born."
@maryamkeighobadi3218,2022-09-21T20:10:42Z,2022-09-21T20:10:42Z,2,It just made me feel more nervous ☹️
@Shreenivas_Karanam_V,2022-09-21T18:54:01Z,2022-09-21T18:54:01Z,0,"Awesome 👌 Everything about life, well said in just few words 👍 This is all life is about."
@TON-vz3pe,2022-09-21T17:13:00Z,2022-09-21T17:13:00Z,1,Yet people think God exists and everyone has a purpose. Stupid Humans.
@karma20241,2022-09-21T16:11:20Z,2022-09-21T16:11:41Z,0,"We were told the universe goes on forever and we believe it but do we KNOW it? As with much of science, we can only hear what they say and decide if we believe them. I&#39;m not a flat eater or anything like that. I&#39;m simply saying humanity no longer has critical thinking skills. 🤔"
@sal8454,2022-09-21T15:31:00Z,2022-09-21T15:31:00Z,0,Once upon a time I was born and then I died. The end.
@hadibarakat9888,2022-09-21T11:04:03Z,2022-09-21T11:04:03Z,0,This video&#39;s title should be &quot; How tiny you are &quot; :D
@PeacefulPariah,2022-09-21T05:46:16Z,2022-09-21T05:46:16Z,0,I&#39;m nervous that I&#39;m gonna die and nobody will notice. Eventually the smell will get so bad that the cops will be called. They&#39;ll take my decomposing body to a mass grave and dump me in. The end.
@PeacefulPariah,2022-09-21T05:43:03Z,2022-09-21T05:43:03Z,0,This made everything worse. F*ck man. This did not help.
@ellich0005,2022-09-20T04:27:48Z,2022-09-20T04:27:48Z,2,This helped me calm my social anxiety down
@benjaminjordan2785,2022-09-20T03:32:36Z,2022-09-20T03:32:36Z,0,Why worried we are all going to die all the racism envy greed etc etc you are going take it with you
@thehoffmincoffin7826,2022-09-20T00:20:04Z,2022-09-20T00:20:04Z,0,I hope people on shrooms find this video
@Min.-S.M.-Nyalunga,2022-09-19T20:34:08Z,2022-09-19T20:34:08Z,1,"You can always find purpose in God through Christ Jesus.<br>You&#39;ll find that you are made in the image of the living God.<br>And God, someone greater than all you can know and be has a greater and more loving plan for you."
@mechanicjobs,2022-09-19T19:54:28Z,2022-09-19T19:54:28Z,0,So many unfounded assumptions in this video.
@varunsrivastava8904,2022-09-19T13:44:34Z,2022-09-19T13:44:34Z,0,Very deep and in some way humbling video...💯👍
@gca3278,2022-09-19T02:58:55Z,2022-09-19T02:58:55Z,2,"this makes me more stressed and anxious, and depressed"
@charss5416,2022-09-18T22:21:28Z,2022-09-18T22:21:28Z,1,This just made everything worse for me
@Kroksleiven92,2022-09-18T21:41:16Z,2022-09-18T21:46:55Z,1,"Maby life is doing things that matters the most, for you."
@spisminkukikano2863,2022-09-18T18:37:42Z,2022-09-18T18:37:42Z,0,"You&#39;re telling me to do everything with compassion, honesty and effort? Why would I?"
@XanderShiller,2022-09-18T12:19:58Z,2022-09-18T12:19:58Z,0,YouTube will demonetize this video...and they will die.
@mohammadkhalid8146,2022-09-18T08:49:11Z,2022-09-18T08:49:11Z,0,A Muslim knows why he/she is here.. this entire universe to which you are defining as &quot;something and nothing at the same time&quot; creating for humans just to praise Him and thank Him for this ....
@theglen1834,2022-09-18T05:11:13Z,2022-09-18T05:11:13Z,9,"I was just messaging a friend about how stressful I was earlier today and my remedy was praying and giving the situation to God. Of course it worked out in the end as it always does when I give it to God. However, not entirely being in control of the outcome of whatever it may be is difficult. The reason why I’m posting this is because when I watched this video it actually made me quite sad at first until I realize that life as we know it may end but then lies the beauty of Gods promise. So this message is to anyone that looked at this video and possibly became stressed, sad, depressed etc that God has a different ending; give him a chance on a very personal level - just you and him. J’adore"
@trainmaster0217,2022-09-17T23:38:56Z,2022-09-17T23:38:56Z,0,I&#39;m NOT tiny. I am VERY big.  I am huge.  It just so happens everything else is bigger than me.
@alexthedog,2022-09-17T23:18:26Z,2022-09-17T23:18:26Z,0,👍
@alexthedog,2022-09-17T23:17:19Z,2022-09-17T23:17:19Z,0,"Point is it is endless, time, tiny Timothy or other-wiser, Ohms law, of Knute Gippers once said USC said they do more the you’ve done over time. Field goals madeleine’s movements. 7:17PM sept 17 2022"
@hunt7533,2022-09-17T22:55:04Z,2022-09-17T22:55:04Z,0,"New Title: <b>A reason to stop worrying, be depressed instead!</b>"
@psikeyhackr6914,2022-09-17T22:16:10Z,2022-09-17T22:16:10Z,0,"Thanks, I am even more depressed.<br><br>I really needed that. Where do you live?<br><br>I&#39;ll clean my shotgun now."
@Hoodiegookk,2022-09-17T19:42:07Z,2022-09-17T19:42:07Z,0,So the point is basically we’re just all gonna die
@frankkockritz5441,2022-09-17T15:20:21Z,2022-09-17T15:20:21Z,0,"Well, he certainly summed up Existential nihilism. A person can find a subjective meaning to their life but there is simply is no purpose to any of our lives. Now, one might say, “what if you’re wrong”? As the late Christopher Hitchens answered, “well, I like surprises”."
@rkb6783,2022-09-17T15:05:54Z,2022-09-17T15:05:54Z,1,Including This Video...
@sambenson4303,2022-09-17T12:16:56Z,2022-09-17T12:16:56Z,0,got cheated on a week ago couldnt catch a moment of relaxation for so long all i did was sit and worry and this video gave me some relief even if its temporary thank you so much
@crosstolerance,2022-09-17T00:30:41Z,2022-09-17T00:30:41Z,0,"Interesting analysis of life. In the end, your achievements and accolades have no intrinsic value after passing away. You were on this Earth for a little while and then gone the next. Let&#39;s just play and have fun."
@jimhunton4749,2022-09-16T16:25:43Z,2022-09-16T16:25:43Z,0,I have no idea who wrote this script but I would be willing to bet its a very young person.
@joetamaccio9475,2022-09-16T15:22:46Z,2022-09-16T15:22:46Z,0,"I know exactly why I am here . Because you don’t , that is not relevant to those who do ."
@shashanksingh4708,2022-09-16T12:12:29Z,2022-09-16T12:12:29Z,0,Thank you for this. I needed it .
@andziamikolaj9799,2022-09-16T04:45:32Z,2022-09-16T04:45:32Z,0,"can you make the subtitles bigger, some of us relly can&#39;t see or hear shit and it makes it difficult to follow"
@antinatalope,2022-09-15T22:59:25Z,2022-09-15T22:59:25Z,0,"Being in an immense space in immense time does not help one bit.  All suffering happens not out there, but exactly where you are, when you are."
@LindoMchunu,2022-09-15T19:33:07Z,2022-09-15T19:33:07Z,0,Vanity of vanities
@jarednelson1865,2022-09-15T16:54:10Z,2022-09-15T16:54:10Z,0,I am right here 🙋🏻‍♂️
@Fear_Therapy,2022-09-15T15:22:31Z,2022-09-15T15:22:31Z,0,This is great! ❣
@spencerhaabs,2022-09-15T12:48:46Z,2022-09-15T12:48:46Z,0,Your pretty fuckin smart…know that?
